,Age,Gender,TotYrsOfExp,MainTech,AnualSalary
875,33,Male,14,"Angular, Typescript",
876,33,Male,8,C#,63500
877,33,Male,12,PHP,
878,29,Male,3,Python,
879,44,Female,13,,
880,31,Male,5,Python,60000
881,26,Male,2,Pyrhon,
882,42,Male,12,Java,
883,27,Male,3,.net,
884,33,Male,5,PM tools,
885,33,Male,7,C++,104000
886,36,Male,9,,60000
887,31,Male,9,"Grails, Groovy",63000
888,42,Male,12,Java,
889,30,Male,7,Python,100000
890,32,Female,10,Java,55000
891,34,Male,16,Ruby,91000
892,35,Male,15,C++,60000
893,33,Male,10,PHP,75000
894,39,Male,12,PHP,58000
895,39,Female,13,,102000
896,25,Female,2,python ,12000
897,34,Male,4,JavaScript,66000
898,28,Male,8,.NET,
899,35,Male,6,React / JavaScript,
900,38,Male,8,Perl,64000
901,34,Male,13,Java,70000
902,36,Male,8,kotlin,81000
903,30,Female,8,Java,52000
904,,Male,10,.net,57000
905,27,Male,6,Python,70000
906,27,Male,5,Java,
907,33,Male,7,Ruby,
908,29,Male,7,,
909,30,Female,8,"Python, cloud computing ",83200
910,25,Male,2,Python,
911,38,Male,12,Java,85000
912,30,Female,4,JS,
913,24,Male,3,,
914,34,Male,14,Haskell,80000
915,29,Male,8,JavScript,65000
916,27,Male,3,Java,
917,36,Male,5,JavaScript,60000
918,43,Male,20,Ruby,70000
919,32,Male,10,js,
920,28,Male,0,python,
921,36,Male,20,Java,74000
922,38,Female,14,R,70000
923,27,Male,3,,
924,26,Male,2,Php,25000
925,26,Male,2,Python,43000
926,34,Male,6,C++,70000
927,25,Male,0,Python ,
928,30,Male,3,Python,47000
929,35,Male,10,,50400
930,30,Male,7,SQL,
931,26,Male,5,Python (Django),60000
932,30,Female,7,Python,45600
933,33,Female,6,C++,53000
934,26,Male,6,Go,64000
935,29,Male,6,Python ,
936,36,Male,5,Python,
937,23,Male,3,Python,44500
938,45,Male,2,Python,
939,41,Male,22,Python,45000
940,28,Male,1,Python,42000
941,35,Male,12,Python,65000
942,37,Female,8,Python ,
943,26,Male,4,JavaScript,19000
944,30,Male,5,R,40000
945,24,Male,5,Python,40000
946,35,Male,6,C,88000
947,27,Male,2,SQL,25300
948,31,Male,10,Python,78000
949,27,Female,6,Java,75000
950,29,Male,2,Python,50000
951,29,Male,6,Python,75000
952,34,Male,14,Kotlin,85000
953,29,Male,10,TypeScript,
954,35,Male,12,Python,80000
955,54,Male,31,Network Automation,110000
956,31,Male,6,Kotlin,80000
957,30,Male,5,C++,
958,36,Male,15,C++,169000
959,24,Male,1,Python,
960,28,Male,8,C#,25000
961,,Male,4,python,85000
962,36,Male,2,Python,55000
963,26,Male,5,"Kubernetes, Terraform, GCP",60000
964,36,Male,14,PowerShell,58040
965,33,Male,13,Python,73000
966,35,Male,6,Java,200000
967,29,Male,5,Python,
968,36,Male,6,JavaScript,55000
969,35,Male,2,"python, scala",42000
970,29,Male,9,Java,75000
971,29,Male,11,TypeScript,140000
972,32,Male,14,Java,70000
973,23,Male,4,"Django, Flask, Plotly Dash",
974,32,Female,10,QA,
975,30,Male,7,python,39000
976,30,Male,2,Python,45000
977,30,Male,6,Python,54000
978,30,Male,5,Python,52500
979,48,Male,15,Python,
980,31,Male,7,Sql,75000
981,38,Male,15,C#,
982,22,Male,3,PHP,
983,28,Male,3,Python,30000
984,29,Male,5,Python,75000
985,34,Male,5,Javascript / Typescript,54000
986,27,Male,5,"Javascript, Angular",
987,34,Male,3,Python,55000
988,28,Male,2,C,
989,40,Male,9,C,87000
990,29,Male,5,,55000
991,27,Male,1,C++,45000
992,35,Female,5,"SAS,SQL,Python",
993,29,Male,9,Typescript,
994,38,Male,12,Node,71000
995,32,Male,7,Python/SQL,75000
996,37,Male,10,Python,79000
997,29,Male,6,"php, js, python, docker",58800
998,32,Male,7,"C, Matlab",
999,40,Male,16,C++,70000
1000,39,Male,12,Javascript,80000
1001,32,Male,10,Java,80000
1002,26,Female,5,Java,
1003,30,Male,9,"TypeScript, Kotlin",74000
1004,32,Female,5,Python ,75000
1005,32,Male,8,C++,
1006,31,Male,5,Java,
1007,30,Male,10,Ruby,
1008,30,Male,12,Cloud,
1009,30,Female,8,Javascript,
1010,25,Male,5,Java,50000
1011,30,Male,9,,81000
1012,26,Male,4,JavaScript / TypeScript,
1013,32,Male,4,,62000
1014,32,Female,8,Typescript,
1015,39,Male,16,Embedded,60000
1016,31,Male,8,,60000
1017,35,Male,1,Apotheker,
1018,38,Male,16,.net,90000
1019,22,Male,2,Python,30000
1020,32,Male,3,Python,62000
1021,30,Female,9,"JavaScript, TypeScript",51000
1022,34,Male,10,Java,67000
1023,36,Male,14,Java,75000
1024,26,Female,2,Tricentis Tosca,
1025,28,Female,3,SQL,43000
1026,25,Male,6,Scala,
1027,28,Male,6,"Python, SQL",78000
1028,26,Male,4,Swift/Kotlin,
1029,35,Male,20,JavaScript,90000
1030,25,Male,1,Python ,
1031,23,Female,1,Sql ,36000
1032,28,Male,3,.NET,65000
1033,36,Male,10,Java & Distributed Systems Stuff,85000
1034,41,Male,20,Php,
1035,30,Male,9,.NET,55000
1036,30,Male,9,.NET,55000
1037,28,Male,6,C++,140000
1038,29,Male,5,javascript,60000
1039,,Male,15,Elixir,
1040,26,Female,4,C#,55000
1041,26,Male,4,Python,45000
1042,31,Male,5,Java,68000
1043,34,Female,11,QA,60000
1044,34,Male,8,Embedded,
1045,36,Male,13,Java,80000
1046,36,Male,17,Python,
1047,40,Female,16,,57000
1048,31,Male,7,Java,75000
1049,28,Male,8,PHP,
1050,28,Male,8,PHP,
1051,36,Male,16,Scala,120000
1052,22,Female,2,JS,
1053,26,Female,7,,
1054,30,Male,4,python,55000
1055,35,Male,12,Kotlin,74000
1056,30,Male,10,iOS,65000
1057,36,Male,15,jenkins bash,
1058,35,Male,,,85000
1059,28,Male,5,Java,50000
1060,42,Male,19,PHP,65000
1061,34,Male,14,Kotlin,90000
1062,27,Male,0,Python,
1063,,Male,5,javascript,
1064,36,Female,5,Python,77000
1065,31,Male,4,Python,64000
1066,32,Female,2,Test Management ,47000
1067,32,Male,13,JavaScript,80000
1068,36,Male,6,Python,65000
1069,26,Male,6,TypeScript,80000
1070,28,Female,4,Python,67000
1071,34,Male,10,Python,62500
1072,38,Male,10,Python,85000
1073,37,Male,16,Java,75000
1074,31,Male,9,NodeJS/TS,65000
1075,38,Male,15,PHP/MySQL,20000
1076,24,Male,3,,36000
1077,25,Male,2,Python,48000
1078,33,Female,13,"Angular, TypeScript",47745
1079,39,Female,2.5,python,60000
1080,25,Male,1,C#,
1081,30,Female,7,Java,55000
1082,45,Male,27,,90000
1083,28,Female,5,,
1084,45,Male,19,,88000
1085,37,,15,C,120000
1086,35,Male,14,C++,90000
1087,25,Male,2,"NLP, Python",
1088,31,Male,4,Java,65000
1089,31,Male,"6 (not as a data scientist, but as a lab scientist)",Python,
1090,25,Female,1.5,Python,36000
1091,27,Male,2,PHP,
1092,37,Male,12,php,65000
1093,27,Male,5,,65000
1094,32,Male,4,"Python, Whole Apache Data Science Stack, AWS",34000
1095,28,Female,3,Python,65000
1096,35,Male,4,Java,42000
1097,36,Male,15,Go,80000
1098,32,Male,5,Java,65000
1099,22,Male,2,Java,37000
1100,33,Male,3,Python,65000
1101,35,Male,13,Php,68000
1102,32,Female,5,Java,50400
1103,69,Male,383,,
1104,28,Male,4,SQL,
1105,30,Male,5,Python,55000
1106,40,Male,15,SQL,84000
1107,27,Female,5,Python ,60000
1108,32,Male,10,Node.js,72000
1109,33,Male,5,Embedded C++,58000
1110,31,Male,4,Python,45000
1111,30,Male,5,,63000
1112,32,Male,10,Swift,75000
1113,32,Male,12,,
1114,25,Male,7,JS,
1115,34,Male,10,C++,72000
1116,29,Male,5,Python,55000
1117,29,Male,5,Python,55000
1118,30,Male,10,,75000
1119,31,Male,8,,
1120,24,Male,3,Go,
1121,35,Male,10,Java,60000
1122,31,Male,6,NodsJs,
1123,27,Male,2,Java,60000
1124,38,Male,1,Javascript/Typescript,40000
1125,34,Male,12,Java,72000
1126,35,Male,4,python,60000
1127,35,Male,17,Linux,68000
1128,36,Male,10,Java,
1129,33,Male,13,Java,
1130,29,Male,7,"Kuberenetes, Openstack",78000
1131,35,Male,15,Java,80000
1132,30,Male,11,c/c++,
1133,31,Female,4,,70000
1134,25,Female,4,JavaScript/Typescript,
1135,24,Male,0.8,Python,
1136,34,Male,14,C#,72000
1137,42,Male,2,Python ,65000
1138,37,Female,7,java,45000
1139,32,Male,8,Swift,70000
1140,26,Female,8,c++,15000
1141,35,Male,15,SQL,60000
1142,43,Male,18,.NET,115000
1143,41,Male,15,Kotlin,99000
1144,33,Male,8,NodeJS,85000
1145,44,Male,15,"JS, Java",72000
1146,28,Male,5,"Python, Pytorch",52000
1147,34,Female,10,"PS, Sketch, React, CSS3",45000
1148,,,10,Python,60000
1149,40,Male,20,Java,
1150,28,Male,3,C++,45000
1151,26,Male,2.5,Python/NLP,37500
1152,39,Male,15,Java,65000
1153,32,Male,6,Python,90000
1154,36,Male,15,,
1155,27,Female,3,Java,16000
1156,32,Female,2,Javascript,50000
1157,25,Female,4,"Scala, Apache Spark",
1158,37,Female,7,Python,
1159,56,Male,30,c++,90000
1160,30,Male,4.5,Python,60000
1161,30,Female,5,Java,
1162,30,Female,5,Java,
1163,27,Male,6,Python,67000
1164,29,Male,6,Python,
1165,24,Male,3.5,"Swift, Objective-C",
1166,27,Male,0,Python,34000
1167,28,Male,7,React.js / TypeScript,63000
1168,40,Male,14,"BI, DWH, ETL/ELT",
1169,32,Male,9,Scala,87000
1170,35,Female,5,,50000
1171,32,Male,11,Scala,70000
1172,30,Male,9,Scala,
1173,30,Male,9,Scala,82000
1174,36,Male,16,Java,59500
1175,33,Male,7,C++,
1176,33,Male,15,Java,80000
1177,32,Male,13,Java,79000
1178,31,,5,Python,54000
1179,34,Male,12,Kotlin,72000
1180,,,,,
1181,,,,,
1182,54,Male,25,Python,80000
1183,28,Male,4,GCP,30000
1184,28,Female,5,javascript,60000
1185,29,Female,6,Web,
1186,38,Male,6,Python,110000
1187,33,Male,11,Scala,
1188,36,Male,12,Python,
1189,36,Male,15,PHP,67000
1190,37,Male,15,Python,
1191,36,Male,15,PL/SQL,68000
1192,35,Female,"1,5",SAP,
1193,33,Male,10,Javascript,90000
1194,33,Male,12,PHP,70200
1195,31,Male,7,Go,
1196,36,Male,14,Swift,75000
1197,31,Male,9,scala,82000
1198,36,Male,10,C#,58000
1199,37,Male,17,AWS,85000
1200,30,Male,3,Java,42000
1201,30,Male,11,Java / Scala,80000
1202,27,Male,5,java,35000
1203,33,Female,10,Java,47500
1204,35,Male,10,Magento,60000
1205,26,Male,5,Java,65000
1206,29,Male,9,C++,73000
1207,31,Male,4,Ruby on Rails,50000
1208,36,Male,8,.net,
1209,24,Female,less than year,"Python, database technologies",
1210,36,Male,10,Android,65000
1211,29,Male,6,SQL,60000
1212,30,Female,3,JavaScript ,51200
1213,30,Male,8,PHP,65000
1214,29,Male,5,Go,70000
1215,34,Male,14,Java,92000
1216,30,Male,10,Java,73000
1217,34,Male,14,C#,70000
1218,27,Male,8,"C++, C#",52000
1219,26,Male,5,Kotlin,
1220,35,Male,12,python,85000
1221,44,Male,20,Java Backend,95000
1222,34,Male,3.5,C++,53000
1223,45,Male,20,".net, c++, spss, embeddded",200000
1224,31,Male,10,Ruby on Rails,80000
1225,24,Male,5,TypeScript,65000
1226,27,Male,7,.NET,
1227,34,Male,6,Javascript,58000
1228,28,Male,7,Java,63000
1229,25,Male,5,Scala,
1230,35,Male,12,".Net, Angular",75000
1231,,,,,
1232,52,Male,,Atlassian JIRA,
1233,33,Female,10,Java,55000
1234,26,Male,5,Python,
1235,26,Male,5,Python,
1236,39,Male,7,Java,65000
1237,37,Male,15,Android,83000
1238,27,Male,3,Qlik,
1239,38,Male,16,,95000
1240,31,Female,4,spark,49000
1241,30,Male,10,Kubernetes,68000
1242,32,Male,10,SAP,125000
1243,32,Female,8,Java,
1244,32,Male,10,Scala,80000
1245,28,Male,5,JavaScript,55000
1246,38,Male,18,,90000
1247,34,Male,7,PHP,90000
1248,31,Male,9,Java,70000
1249,33,Male,10,consumer analysis,48000
1250,39,Male,15,PHP,90000
1251,26,Male,7,JavaScript,33800
1252,26,Male,2,yaml,40000
